team_id,team_name,season,mp,wins,draws,losses,points,goals_for,goals_against,goal_difference,clean_sheets,failed_to_score,home_mp,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_mp,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,shots_for,shots_against,sot_for,sot_against,fouls_for,fouls_against,corners_for,corners_against,yellows_for,yellows_against,reds_for,reds_against,ppg,win_rate,draw_rate,loss_rate,avg_goals_for,avg_goals_against,avg_goal_difference
22,Newcastle,2024/25,38,20,6,12,66,68,47,21,13,7,19,12,2,5,40,20,19,8,4,7,28,27,524,473,174,166,394,463,218,202,68,95,1,3,1.736842105263158,0.5263157894736842,0.15789473684210525,0.3157894736842105,1.7894736842105263,1.236842105263158,0.5526315789473685
24,Nott'm Forest,2024/25,38,19,8,11,65,58,46,12,13,8,19,9,5,5,26,16,19,10,3,6,32,30,463,531,166,176,391,433,160,241,85,100,2,2,1.7105263157894737,0.5,0.21052631578947367,0.2894736842105263,1.5263157894736843,1.2105263157894737,0.3157894736842105
5,Brighton,2024/25,38,16,13,9,61,66,59,7,8,5,19,8,8,3,30,26,19,8,5,6,36,33,533,427,191,149,438,427,189,184,72,85,3,5,1.605263157894737,0.42105263157894735,0.34210526315789475,0.23684210526315788,1.736842105263158,1.5526315789473684,0.18421052631578946
3,Bournemouth,2024/25,38,15,11,12,56,58,46,12,9,8,19,8,4,7,23,16,19,7,7,5,35,30,580,487,202,174,514,410,229,184,97,87,3,5,1.4736842105263157,0.39473684210526316,0.2894736842105263,0.3157894736842105,1.5263157894736843,1.2105263157894737,0.3157894736842105
4,Brentford,2024/25,38,16,8,14,56,66,57,9,8,8,19,9,4,6,40,35,19,7,4,8,26,22,441,647,184,209,319,365,175,245,62,78,1,3,1.4736842105263157,0.42105263157894735,0.21052631578947367,0.3684210526315789,1.736842105263158,1.5,0.23684210526315788
12,Fulham,2024/25,38,15,9,14,54,54,54,0,5,7,19,7,5,7,27,30,19,8,4,7,27,24,521,432,173,162,432,371,205,173,80,65,2,3,1.4210526315789473,0.39473684210526316,0.23684210526315788,0.3684210526315789,1.4210526315789473,1.4210526315789473,0.0
10,Crystal Palace,2024/25,38,13,14,11,53,51,51,0,11,8,19,6,7,6,24,26,19,7,7,5,27,25,516,484,186,155,417,418,172,215,75,76,4,4,1.394736842105263,0.34210526315789475,0.3684210526315789,0.2894736842105263,1.3421052631578947,1.3421052631578947,0.0
11,Everton,2024/25,38,11,15,12,48,42,44,-2,12,15,19,5,9,5,26,23,19,6,6,7,16,21,405,480,144,170,430,385,156,230,80,44,2,2,1.263157894736842,0.2894736842105263,0.39473684210526316,0.3157894736842105,1.105263157894737,1.1578947368421053,-0.05263157894736842
31,West Ham,2024/25,38,11,10,17,43,46,62,-16,7,8,19,5,5,9,23,34,19,6,5,8,23,28,476,583,146,187,443,410,154,209,78,56,3,1,1.131578947368421,0.2894736842105263,0.2631578947368421,0.4473684210526316,1.2105263157894737,1.631578947368421,-0.42105263157894735
21,Man United,2024/25,38,11,9,18,42,44,54,-10,10,15,19,7,3,9,23,28,19,4,6,9,21,26,527,415,174,152,413,385,200,181,83,71,3,3,1.105263157894737,0.2894736842105263,0.23684210526315788,0.47368421052631576,1.1578947368421053,1.4210526315789473,-0.2631578947368421
32,Wolves,2024/25,38,12,6,20,42,54,69,-15,8,7,19,6,3,10,27,32,19,6,3,10,27,37,431,473,160,174,480,442,149,218,74,82,2,3,1.105263157894737,0.3157894736842105,0.15789473684210525,0.5263157894736842,1.4210526315789473,1.8157894736842106,-0.39473684210526316
28,Tottenham,2024/25,38,11,5,22,38,64,65,-1,6,9,19,6,3,10,35,35,19,5,2,12,29,30,497,522,185,186,446,494,243,206,70,84,1,3,1.0,0.2894736842105263,0.13157894736842105,0.5789473684210527,1.6842105263157894,1.7105263157894737,-0.02631578947368421
17,Leicester,2024/25,38,6,7,25,25,33,80,-47,3,17,19,4,3,12,15,34,19,2,4,13,18,46,335,641,111,216,420,403,141,231,87,55,0,2,0.6578947368421053,0.15789473684210525,0.18421052631578946,0.6578947368421053,0.868421052631579,2.1052631578947367,-1.236842105263158
15,Ipswich,2024/25,38,4,10,24,22,36,82,-46,2,14,19,1,4,14,14,44,19,3,6,10,22,38,376,607,127,216,430,414,145,252,84,63,5,2,0.5789473684210527,0.10526315789473684,0.2631578947368421,0.631578947368421,0.9473684210526315,2.1578947368421053,-1.2105263157894737
26,Southampton,2024/25,38,2,6,30,12,26,86,-60,3,16,19,1,3,15,13,47,19,1,3,15,13,39,343,682,111,256,459,435,152,246,89,54,3,1,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.7894736842105263,0.6842105263157895,2.263157894736842,-1.5789473684210527
1,Arsenal,2025/26,38,26,7,5,85,71,27,44,19,3,19,15,2,2,41,11,19,11,5,3,30,16,552,310,186,90,391,419,216,128,51,70,0,2,2.236842105263158,0.6842105263157895,0.18421052631578946,0.13157894736842105,1.868421052631579,0.7105263157894737,1.1578947368421053
20,Man City,2025/26,38,23,9,6,78,77,35,42,16,4,19,14,3,2,45,14,19,9,6,4,32,21,595,369,205,127,367,427,247,145,67,78,0,2,2.0526315789473686,0.6052631578947368,0.23684210526315788,0.15789473684210525,2.026315789473684,0.9210526315789473,1.105263157894737
21,Man United,2025/26,38,20,11,7,71,69,50,19,8,4,19,13,3,3,39,24,19,7,8,4,30,26,596,441,216,141,391,414,182,186,62,75,3,5,1.868421052631579,0.5263157894736842,0.2894736842105263,0.18421052631578946,1.8157894736842106,1.3157894736842106,0.5
2,Aston Villa,2025/26,38,19,8,11,65,56,49,7,9,10,19,12,2,5,32,22,19,7,6,6,24,27,483,490,170,168,379,495,199,187,58,90,1,1,1.7105263157894737,0.5,0.21052631578947367,0.2894736842105263,1.4736842105263157,1.2894736842105263,0.18421052631578946
18,Liverpool,2025/26,38,17,9,12,60,63,53,10,10,4,19,10,6,3,34,20,19,7,3,9,29,33,588,435,175,153,383,404,232,167,57,75,1,4,1.5789473684210527,0.4473684210526316,0.23684210526315788,0.3157894736842105,1.6578947368421053,1.394736842105263,0.2631578947368421
3,Bournemouth,2025/26,38,13,18,7,57,58,54,4,11,7,19,7,10,2,29,20,19,6,8,5,29,34,525,480,178,162,457,398,212,202,88,70,2,4,1.5,0.34210526315789475,0.47368421052631576,0.18421052631578946,1.5263157894736843,1.4210526315789473,0.10526315789473684
27,Sunderland,2025/26,38,14,12,12,54,42,48,-6,11,13,19,9,6,4,25,20,19,5,6,8,17,28,395,542,126,167,407,432,141,201,80,71,3,1,1.4210526315789473,0.3684210526315789,0.3157894736842105,0.3157894736842105,1.105263157894737,1.263157894736842,-0.15789473684210525
4,Brentford,2025/26,38,14,11,13,53,55,52,3,10,12,19,8,8,3,33,21,19,6,3,10,22,31,405,504,147,162,390,354,182,204,69,72,0,0,1.394736842105263,0.3684210526315789,0.2894736842105263,0.34210526315789475,1.4473684210526316,1.368421052631579,0.07894736842105263
5,Brighton,2025/26,38,14,11,13,53,52,46,6,10,9,19,9,6,4,30,20,19,5,5,9,22,26,495,443,176,148,453,383,185,183,86,77,0,1,1.394736842105263,0.3684210526315789,0.2894736842105263,0.34210526315789475,1.368421052631579,1.2105263157894737,0.15789473684210525
8,Chelsea,2025/26,38,14,10,14,52,58,52,6,9,7,19,7,5,7,26,25,19,7,5,7,32,27,511,415,164,156,426,464,231,164,89,79,7,3,1.368421052631579,0.3684210526315789,0.2631578947368421,0.3684210526315789,1.5263157894736843,1.368421052631579,0.15789473684210525
12,Fulham,2025/26,38,15,7,16,52,47,51,-4,9,11,19,11,2,6,30,20,19,4,5,10,17,31,481,448,138,149,414,375,188,210,75,63,1,4,1.368421052631579,0.39473684210526316,0.18421052631578946,0.42105263157894735,1.236842105263158,1.3421052631578947,-0.10526315789473684
11,Everton,2025/26,38,13,10,15,49,47,50,-3,11,10,19,6,5,8,26,27,19,7,5,7,21,23,420,533,144,162,405,421,163,194,73,63,5,0,1.2894736842105263,0.34210526315789475,0.2631578947368421,0.39473684210526316,1.236842105263158,1.3157894736842106,-0.07894736842105263
22,Newcastle,2025/26,38,14,7,17,49,53,55,-2,8,9,19,10,2,7,36,30,19,4,5,10,17,25,492,470,176,168,386,454,231,187,63,91,2,2,1.2894736842105263,0.3684210526315789,0.18421052631578946,0.4473684210526316,1.394736842105263,1.4473684210526316,-0.05263157894736842
16,Leeds,2025/26,38,11,14,13,47,49,56,-7,8,12,19,9,5,5,29,21,19,2,9,8,20,35,478,476,151,162,398,426,168,193,62,67,1,1,1.236842105263158,0.2894736842105263,0.3684210526315789,0.34210526315789475,1.2894736842105263,1.4736842105263157,-0.18421052631578946
10,Crystal Palace,2025/26,38,11,12,15,45,41,51,-10,12,12,19,4,9,6,19,23,19,7,3,9,22,28,442,445,141,162,398,371,160,199,74,64,2,2,1.1842105263157894,0.2894736842105263,0.3157894736842105,0.39473684210526316,1.0789473684210527,1.3421052631578947,-0.2631578947368421
24,Nott'm Forest,2025/26,38,11,11,16,44,48,51,-3,9,14,19,4,8,7,20,23,19,7,3,9,28,28,476,505,156,162,407,436,199,183,60,66,0,1,1.1578947368421053,0.2894736842105263,0.2894736842105263,0.42105263157894735,1.263157894736842,1.3421052631578947,-0.07894736842105263
28,Tottenham,2025/26,38,10,11,17,41,48,57,-9,9,7,19,3,6,10,22,31,19,7,5,7,26,26,436,465,150,154,463,386,208,178,101,71,3,2,1.0789473684210527,0.2631578947368421,0.2894736842105263,0.4473684210526316,1.263157894736842,1.5,-0.23684210526315788
31,West Ham,2025/26,38,10,9,19,39,46,65,-19,7,13,19,6,4,9,27,30,19,4,5,10,19,35,404,564,142,194,421,405,187,232,67,75,3,0,1.0263157894736843,0.2631578947368421,0.23684210526315788,0.5,1.2105263157894737,1.7105263157894737,-0.5
6,Burnley,2025/26,38,4,10,24,22,38,75,-37,4,14,19,2,7,10,18,29,19,2,3,14,20,46,355,636,118,216,394,348,138,228,64,45,2,1,0.5789473684210527,0.10526315789473684,0.2631578947368421,0.631578947368421,1.0,1.9736842105263157,-0.9736842105263158
32,Wolves,2025/26,38,3,11,24,20,27,68,-41,4,19,19,3,5,11,19,34,19,0,6,13,8,34,370,528,123,179,494,412,130,228,78,62,3,3,0.5263157894736842,0.07894736842105263,0.2894736842105263,0.631578947368421,0.7105263157894737,1.7894736842105263,-1.0789473684210527
