team_id,team_name,season,valid_from_season,mp,wins,draws,losses,points,goals_for,goals_against,goal_difference,clean_sheets,failed_to_score,home_mp,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_mp,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,shots_for,shots_against,sot_for,sot_against,fouls_for,fouls_against,corners_for,corners_against,yellows_for,yellows_against,reds_for,reds_against,ppg,win_rate,draw_rate,loss_rate,avg_goals_for,avg_goals_against,avg_goal_difference,sot_accuracy,sot_conceded_rate,shot_conversion,clean_sheet_rate,failed_to_score_rate,corners_pg,fouls_pg,yellows_pg,reds_pg,shots_pg,shots_conceded_pg,sot_pg,sot_conceded_pg,home_win_rate,away_win_rate,home_ppg,away_ppg,home_goal_diff_pg,away_goal_diff_pg
1,Arsenal,2021/22,2022/23,38,22,3,13,69,61,48,13,13,11,19,13,2,4,35,17,19,9,1,9,26,31,588,425,197,147,363,376,209,176,60,65,4,3,1.8157894736842104,0.5789473684210527,0.0789473684210526,0.3421052631578947,1.605263157894737,1.263157894736842,0.3421052631578947,0.33503401360544216,0.3458823529411765,0.10374149659863946,0.34210526315789475,0.2894736842105263,5.5,9.552631578947368,1.5789473684210527,0.10526315789473684,15.473684210526315,11.18421052631579,5.184210526315789,3.8684210526315788,0.6842105263157895,0.47368421052631576,2.1578947368421053,1.4736842105263157,0.9473684210526315,-0.2631578947368421
2,Aston Villa,2021/22,2022/23,38,13,6,19,45,52,54,-2,11,8,19,6,5,8,29,29,19,7,1,11,23,25,454,477,162,157,401,512,196,222,77,84,2,1,1.1842105263157894,0.3421052631578947,0.1578947368421052,0.5,1.368421052631579,1.4210526315789471,-0.0526315789473684,0.3568281938325991,0.32914046121593293,0.1145374449339207,0.2894736842105263,0.21052631578947367,5.157894736842105,10.552631578947368,2.026315789473684,0.05263157894736842,11.947368421052632,12.552631578947368,4.2631578947368425,4.131578947368421,0.3157894736842105,0.3684210526315789,1.2105263157894737,1.1578947368421053,0.0,-0.10526315789473684
4,Brentford,2021/22,2022/23,38,13,7,18,46,48,56,-8,9,12,19,7,3,9,22,21,19,6,4,9,26,35,442,502,154,183,371,377,159,232,61,50,3,3,1.2105263157894737,0.3421052631578947,0.1842105263157894,0.4736842105263157,1.263157894736842,1.4736842105263157,-0.2105263157894736,0.34841628959276016,0.3645418326693227,0.1085972850678733,0.23684210526315788,0.3157894736842105,4.184210526315789,9.763157894736842,1.605263157894737,0.07894736842105263,11.631578947368421,13.210526315789474,4.052631578947368,4.815789473684211,0.3684210526315789,0.3157894736842105,1.263157894736842,1.1578947368421053,0.05263157894736842,-0.47368421052631576
5,Brighton,2021/22,2022/23,38,12,15,11,51,42,44,-2,11,13,19,5,7,7,19,23,19,7,8,4,23,21,490,476,152,152,393,372,202,212,71,80,2,0,1.3421052631578947,0.3157894736842105,0.3947368421052631,0.2894736842105263,1.105263157894737,1.1578947368421053,-0.0526315789473684,0.31020408163265306,0.31932773109243695,0.08571428571428572,0.2894736842105263,0.34210526315789475,5.315789473684211,10.342105263157896,1.868421052631579,0.05263157894736842,12.894736842105264,12.526315789473685,4.0,4.0,0.2631578947368421,0.3684210526315789,1.1578947368421053,1.5263157894736843,-0.21052631578947367,0.10526315789473684
6,Burnley,2021/22,2022/23,38,7,14,17,35,34,53,-19,9,16,19,5,6,8,18,25,19,2,8,9,16,28,407,603,125,187,394,339,184,255,68,44,2,0,0.9210526315789472,0.1842105263157894,0.3684210526315789,0.4473684210526316,0.8947368421052632,1.394736842105263,-0.5,0.3071253071253071,0.3101160862354892,0.08353808353808354,0.23684210526315788,0.42105263157894735,4.842105263157895,10.368421052631579,1.7894736842105263,0.05263157894736842,10.710526315789474,15.868421052631579,3.289473684210526,4.921052631578948,0.2631578947368421,0.10526315789473684,1.105263157894737,0.7368421052631579,-0.3684210526315789,-0.631578947368421
8,Chelsea,2021/22,2022/23,38,21,11,6,74,76,33,43,16,4,19,9,7,3,37,22,19,12,4,3,39,11,592,341,211,119,409,405,242,152,63,67,1,4,1.947368421052632,0.5526315789473685,0.2894736842105263,0.1578947368421052,2.0,0.868421052631579,1.131578947368421,0.3564189189189189,0.3489736070381232,0.12837837837837837,0.42105263157894735,0.10526315789473684,6.368421052631579,10.763157894736842,1.6578947368421053,0.02631578947368421,15.578947368421053,8.973684210526315,5.552631578947368,3.1315789473684212,0.47368421052631576,0.631578947368421,1.7894736842105263,2.1052631578947367,0.7894736842105263,1.4736842105263157
10,Crystal Palace,2021/22,2022/23,38,11,15,12,48,50,46,4,12,11,19,7,8,4,27,17,19,4,7,8,23,29,412,443,147,146,415,500,176,184,67,69,1,3,1.263157894736842,0.2894736842105263,0.3947368421052631,0.3157894736842105,1.3157894736842106,1.2105263157894737,0.1052631578947368,0.3567961165048544,0.3295711060948081,0.12135922330097088,0.3157894736842105,0.2894736842105263,4.631578947368421,10.921052631578947,1.763157894736842,0.02631578947368421,10.842105263157896,11.657894736842104,3.8684210526315788,3.8421052631578947,0.3684210526315789,0.21052631578947367,1.5263157894736843,1.0,0.5263157894736842,-0.3157894736842105
11,Everton,2021/22,2022/23,38,11,6,21,39,43,66,-23,8,12,19,9,2,8,27,25,19,2,4,13,16,41,438,522,138,190,368,401,161,219,76,70,6,0,1.0263157894736843,0.2894736842105263,0.1578947368421052,0.5526315789473685,1.131578947368421,1.736842105263158,-0.6052631578947368,0.3150684931506849,0.36398467432950193,0.09817351598173515,0.21052631578947367,0.3157894736842105,4.2368421052631575,9.68421052631579,2.0,0.15789473684210525,11.526315789473685,13.736842105263158,3.6315789473684212,5.0,0.47368421052631576,0.10526315789473684,1.5263157894736843,0.5263157894736842,0.10526315789473684,-1.3157894736842106
16,Leeds,2021/22,2022/23,38,9,11,18,38,42,79,-37,5,13,19,4,6,9,19,38,19,5,5,9,23,41,485,582,154,231,469,386,171,182,100,68,3,3,1.0,0.2368421052631578,0.2894736842105263,0.4736842105263157,1.105263157894737,2.0789473684210527,-0.9736842105263158,0.31752577319587627,0.39690721649484534,0.0865979381443299,0.13157894736842105,0.34210526315789475,4.5,12.342105263157896,2.6315789473684212,0.07894736842105263,12.763157894736842,15.31578947368421,4.052631578947368,6.078947368421052,0.21052631578947367,0.2631578947368421,0.9473684210526315,1.0526315789473684,-1.0,-0.9473684210526315
17,Leicester,2021/22,2022/23,38,14,10,14,52,62,59,3,7,6,19,10,4,5,34,23,19,4,6,9,28,36,435,558,169,197,356,405,185,220,54,59,1,0,1.368421052631579,0.3684210526315789,0.2631578947368421,0.3684210526315789,1.631578947368421,1.5526315789473684,0.0789473684210526,0.38850574712643676,0.35304659498207885,0.1425287356321839,0.18421052631578946,0.15789473684210525,4.868421052631579,9.368421052631579,1.4210526315789473,0.02631578947368421,11.447368421052632,14.68421052631579,4.447368421052632,5.184210526315789,0.5263157894736842,0.21052631578947367,1.7894736842105263,0.9473684210526315,0.5789473684210527,-0.42105263157894735
