player_id,player_name,season,valid_from_season,team_id,primary_position,age,matches_played,starts,minutes_played,minutes_per_90,goals,assists,goals_assists,non_pen_goals,xg,xag,npxg,npxg_xag,shots,shots_on_target,sot_pct,avg_shot_distance,goals_per_shot,goals_per_sot,goals_per_90,assists_per_90,xg_per_90,xag_per_90,npxg_per_90,g_a_per_90,shots_per_90,sot_per_90,sca,gca,sca_per_90,gca_per_90,sca_per_90_calc,gca_per_90_calc,key_passes,passes_into_box,prog_passes,prog_carries,prog_receptions,tackles,tackles_won,interceptions,clearances,blocks,errors_leading_to_shot,tackles_per_90,interceptions_per_90,yellows,reds,fouls_committed,fouls_drawn,touches,carries,carry_dist,progressive_carry_dist,dribbles_attempted,dribbles_completed,dribble_success_rate,miscontrols,dispossessed,performance_score
162,Yeremi Pino,2025/26,2026/27,10,MF,22.0,2,1,103.0,1.1,0,0,0,0,0.8,0.4,0.8,1.1,4,0,0.0,19.8,0.0,,0.0,0.0,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.0,3.6363636363636362,0.0,3,0,2.62,0.0,2.727272727272727,0.0,1,1,8,3,11,1,0,1,0,3,0,0.9090909090909091,0.9090909090909091,0,0,6,3,70,41,192,78,8,4,50.0,2,0,0.5349009900990098
163,Beto,2025/26,2026/27,11,FW,27.0,4,3,266.0,3.0,1,0,1,1,1.8,0.2,1.8,2.0,7,1,14.3,8.8,0.14,1.0,0.3333333333333333,0.0,0.6,0.06666666666666667,0.6,0.3333333333333333,2.3333333333333335,0.3333333333333333,6,0,2.03,0.0,2.0,0.0,1,0,2,1,13,1,1,0,3,3,0,0.3333333333333333,0.0,1,0,6,4,77,34,171,30,2,0,0.0,14,2,0.5195544554455445
164,Carlos Alcaraz,2025/26,2026/27,11,FW,22.0,3,1,115.0,1.3,0,0,0,0,0.0,0.0,0.0,0.0,1,1,100.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307692,0.7692307692307692,3,0,2.35,0.0,2.3076923076923075,0.0,0,0,1,1,7,4,1,0,0,2,1,3.0769230769230766,0.0,1,0,0,2,52,23,136,66,4,3,75.0,7,0,0.4009075907590759
165,Dwight McNeil,2025/26,2026/27,11,FW,25.0,1,0,20.0,0.2,0,0,0,0,0.2,0.1,0.2,0.4,2,0,0.0,16.5,0.0,,0.0,0.0,1.0,0.5,1.0,0.0,10.0,0.0,1,0,4.5,0.0,5.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,7,31,3,0,0,,0,0,0.28836633663366334
166,Harrison Armstrong,2025/26,2026/27,11,FW,18.0,1,0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19933993399339933
167,Idrissa Gana Gueye,2025/26,2026/27,11,MF,35.0,4,4,345.0,3.8,0,0,0,0,0.4,0.1,0.4,0.6,6,0,0.0,26.8,0.0,,0.0,0.0,0.10526315789473685,0.026315789473684213,0.10526315789473685,0.0,1.5789473684210527,0.0,6,2,1.57,0.52,1.5789473684210527,0.5263157894736842,2,3,15,2,6,8,5,4,2,4,0,2.1052631578947367,1.0526315789473684,0,0,1,4,195,123,473,199,2,1,50.0,3,1,0.7033003300330034
168,Iliman Ndiaye,2025/26,2026/27,11,FW,25.0,4,4,332.0,3.7,2,0,2,2,1.3,0.5,1.3,1.8,4,3,75.0,14.6,0.5,0.67,0.5405405405405405,0.0,0.35135135135135137,0.13513513513513511,0.35135135135135137,0.5405405405405405,1.081081081081081,0.8108108108108107,10,0,2.71,0.0,2.7027027027027026,0.0,5,0,5,10,18,10,6,1,2,4,1,2.7027027027027026,0.27027027027027023,0,0,5,7,139,78,521,235,20,8,40.0,13,9,0.7581683168316832
169,Jack Grealish,2025/26,2026/27,11,FW,30.0,4,3,286.0,3.2,0,4,4,0,0.4,2.0,0.4,2.4,6,2,33.3,15.2,0.0,0.0,0.0,1.25,0.125,0.625,0.125,1.25,1.875,0.625,18,5,5.66,1.57,5.625,1.5625,10,3,13,25,29,7,6,2,0,4,0,2.1875,0.625,1,0,2,11,166,114,869,498,33,8,24.2,2,10,0.8286303630363038
170,Jake O'Brien,2025/26,2026/27,11,DF,24.0,4,4,360.0,4.0,0,0,0,0,0.3,0.0,0.3,0.4,3,0,0.0,10.4,0.0,,0.0,0.0,0.075,0.0,0.075,0.0,0.75,0.0,5,0,1.25,0.0,1.25,0.0,1,1,10,3,16,7,5,2,14,3,1,1.75,0.5,0,0,1,2,215,83,337,100,9,1,11.1,3,7,0.6503300330033004
171,James Garner,2025/26,2026/27,11,DF,24.0,4,4,360.0,4.0,1,0,1,1,0.2,0.7,0.2,0.8,4,1,25.0,26.0,0.25,1.0,0.25,0.0,0.05,0.175,0.05,0.25,1.0,0.25,14,0,3.5,0.0,3.5,0.0,6,3,19,2,6,10,9,5,14,8,0,2.5,1.25,1,0,2,2,267,131,508,172,3,1,33.3,3,0,0.7701320132013202
172,James Tarkowski,2025/26,2026/27,11,DF,32.0,4,4,360.0,4.0,0,0,0,0,0.4,0.1,0.4,0.5,1,0,0.0,3.4,0.0,,0.0,0.0,0.1,0.025,0.1,0.0,0.25,0.0,3,0,0.75,0.0,0.75,0.0,1,1,15,3,0,7,4,4,30,7,2,1.75,1.0,0,0,5,4,227,114,577,340,4,2,50.0,2,0,0.661963696369637
173,Jordan Pickford,2025/26,2026/27,11,GK,31.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0,1,198,112,597,276,0,0,,0,0,0.29744224422442245
174,Kiernan Dewsbury-Hall,2025/26,2026/27,11,MF,27.0,4,4,360.0,4.0,1,1,2,1,0.1,1.6,0.1,1.7,2,1,50.0,16.8,0.5,1.0,0.25,0.25,0.025,0.4,0.025,0.5,0.5,0.25,17,2,4.25,0.5,4.25,0.5,10,12,24,6,14,6,3,1,2,2,0,1.5,0.25,3,0,9,8,184,94,458,215,5,4,80.0,8,3,0.8037953795379538
175,Merlin Röhl,2025/26,2026/27,11,MF,23.0,1,0,25.0,0.3,0,0,0,0,0.0,0.1,0.0,0.1,1,0,0.0,31.0,0.0,,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,3.3333333333333335,0.0,1,0,3.6,0.0,3.3333333333333335,0.0,1,0,1,0,5,2,2,0,0,0,0,6.666666666666667,0.0,0,0,2,1,14,8,20,2,0,0,,1,1,0.33226072607260726
176,Michael Keane,2025/26,2026/27,11,DF,32.0,4,4,360.0,4.0,0,0,0,0,0.5,0.1,0.5,0.7,4,1,25.0,7.9,0.0,0.0,0.0,0.0,0.125,0.025,0.125,0.0,1.0,0.25,2,0,0.5,0.0,0.5,0.0,1,0,6,0,0,4,2,5,31,2,0,1.0,1.25,0,0,2,0,199,98,319,135,1,1,100.0,3,0,0.5641914191419143
177,Séamus Coleman,2025/26,2026/27,11,FW,36.0,1,0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19933993399339933
178,Thierno Barry,2025/26,2026/27,11,FW,22.0,4,1,99.0,1.1,0,0,0,0,0.5,0.0,0.5,0.5,4,0,0.0,8.1,0.0,,0.0,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0,3.6363636363636362,0.0,2,0,1.82,0.0,1.8181818181818181,0.0,0,0,1,2,5,0,0,1,0,1,0,0.0,0.9090909090909091,0,0,1,0,41,18,90,49,1,0,0.0,3,0,0.3596534653465346
179,Tim Iroegbunam,2025/26,2026/27,11,MF,22.0,4,3,220.0,2.4,0,0,0,0,0.2,0.0,0.2,0.2,3,0,0.0,24.6,0.0,,0.0,0.0,0.08333333333333334,0.0,0.08333333333333334,0.0,1.25,0.0,1,0,0.41,0.0,0.4166666666666667,0.0,0,0,6,1,2,3,2,5,2,7,0,1.25,2.0833333333333335,3,0,5,3,94,44,185,98,4,2,50.0,1,2,0.5021452145214521
180,Vitaliy Mykolenko,2025/26,2026/27,11,DF,26.0,1,1,90.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,0,1,5,0,0,1,1,1,5,1,1,1.0,1.0,0,0,1,2,58,29,93,55,1,0,0.0,1,0,0.3797029702970297
181,Adama Traoré,2025/26,2026/27,12,FW,29.0,3,0,63.0,0.7,0,0,0,0,0.0,0.1,0.0,0.1,1,0,0.0,10.9,0.0,,0.0,0.0,0.0,0.14285714285714288,0.0,0.0,1.4285714285714286,0.0,2,0,2.86,0.0,2.857142857142857,0.0,1,1,0,5,7,0,0,0,0,0,0,0.0,0.0,0,0,2,1,30,19,148,82,3,0,0.0,2,1,0.3346534653465347
182,Alex Iwobi,2025/26,2026/27,12,FW,29.0,4,4,313.0,3.5,0,1,1,0,0.1,1.0,0.1,1.2,5,1,20.0,24.5,0.0,0.0,0.0,0.2857142857142857,0.028571428571428574,0.2857142857142857,0.028571428571428574,0.2857142857142857,1.4285714285714286,0.2857142857142857,7,1,2.01,0.29,2.0,0.2857142857142857,4,13,24,19,21,4,2,2,1,4,0,1.1428571428571428,0.5714285714285714,1,0,3,2,191,141,867,484,10,2,20.0,5,2,0.7513201320132015
183,Antonee Robinson,2025/26,2026/27,12,DF,28.0,2,0,53.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,6.79,1.7,6.666666666666667,1.6666666666666667,1,1,4,3,6,0,0,1,1,0,0,0.0,1.6666666666666667,0,0,0,0,53,30,154,84,0,0,,3,0,0.408993399339934
184,Bernd Leno,2025/26,2026/27,12,GK,33.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.25,0.0,0,0,0,1,184,131,492,262,0,0,,0,0,0.2841584158415842
185,Calvin Bassey,2025/26,2026/27,12,DF,25.0,4,4,360.0,4.0,0,0,0,0,0.2,0.0,0.2,0.2,1,0,0.0,4.8,0.0,,0.0,0.0,0.05,0.0,0.05,0.0,0.25,0.0,2,0,0.5,0.0,0.5,0.0,0,2,14,7,2,6,3,0,14,1,1,1.5,0.0,1,0,3,6,285,205,1078,566,6,3,50.0,0,6,0.6096534653465345
186,Emile Smith Rowe,2025/26,2026/27,12,MF,25.0,4,0,89.0,1.0,1,0,1,1,0.8,0.0,0.8,0.8,3,1,33.3,14.3,0.33,1.0,1.0,0.0,0.8,0.0,0.8,1.0,3.0,1.0,2,1,2.02,1.01,2.0,1.0,1,2,4,1,8,0,0,0,0,1,0,0.0,0.0,0,0,1,1,66,40,154,77,6,1,16.7,1,0,0.4568481848184819
187,Harry Wilson,2025/26,2026/27,12,FW,28.0,4,2,209.0,2.3,0,0,0,0,0.2,0.0,0.2,0.2,3,1,33.3,14.6,0.0,0.0,0.0,0.0,0.08695652173913045,0.0,0.08695652173913045,0.0,1.3043478260869565,0.4347826086956522,1,0,0.43,0.0,0.4347826086956522,0.0,0,1,2,4,18,5,3,0,2,1,0,2.173913043478261,0.0,0,0,1,7,82,48,256,133,5,2,40.0,6,2,0.5140264026402641
188,Joachim Andersen,2025/26,2026/27,12,DF,29.0,4,4,360.0,4.0,0,0,0,0,0.2,0.7,0.2,0.9,2,0,0.0,11.9,0.0,,0.0,0.0,0.05,0.175,0.05,0.0,0.5,0.0,5,0,1.25,0.0,1.25,0.0,2,4,22,5,1,10,7,4,27,1,0,2.5,1.0,0,0,6,3,324,202,1096,719,1,1,100.0,2,0,0.7274752475247526
189,Jorge Cuenca,2025/26,2026/27,12,DF,25.0,1,1,83.0,0.9,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,1,0,2,0,0,1.1111111111111112,0.0,0,0,0,0,60,48,124,56,0,0,,0,0,0.30033003300330036
190,Joshua King,2025/26,2026/27,12,MF,18.0,4,4,271.0,3.0,0,0,0,0,0.4,0.1,0.4,0.5,4,3,75.0,18.7,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.0,1.3333333333333333,1.0,5,0,1.66,0.0,1.6666666666666667,0.0,2,2,15,7,18,5,2,1,0,3,0,1.6666666666666667,0.3333333333333333,0,0,1,5,98,65,430,212,6,0,0.0,7,6,0.5823432343234323
191,Kenny Tete,2025/26,2026/27,12,DF,29.0,4,4,360.0,4.0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,0.0,10.2,0.0,,0.0,0.0,0.025,0.025,0.025,0.0,0.25,0.0,1,0,0.25,0.0,0.25,0.0,1,3,18,6,6,13,8,3,12,3,0,3.25,0.75,0,0,3,10,222,107,479,255,5,1,20.0,2,1,0.6662541254125414
192,Kevin,2025/26,2026/27,12,FW,22.0,1,0,15.0,0.2,0,0,0,0,0.0,0.0,0.0,0.1,1,1,100.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3,0,18.0,0.0,15.0,0.0,1,2,0,3,3,0,0,0,0,1,0,0.0,0.0,0,0,0,0,15,9,88,46,3,2,66.7,2,3,0.3274752475247525
193,Raúl Jiménez,2025/26,2026/27,12,FW,34.0,4,1,123.0,1.4,0,0,0,0,0.4,0.0,0.4,0.4,4,0,0.0,14.2,0.0,,0.0,0.0,0.28571428571428575,0.0,0.28571428571428575,0.0,2.857142857142857,0.0,1,0,0.73,0.0,0.7142857142857143,0.0,0,0,2,0,5,3,2,0,2,1,0,2.142857142857143,0.0,0,0,6,0,47,25,61,17,2,0,0.0,6,3,0.39414191419141914
194,Rodrigo Muniz,2025/26,2026/27,12,FW,24.0,4,3,237.0,2.6,1,0,1,1,0.8,0.1,0.8,0.9,6,2,33.3,9.0,0.17,0.5,0.3846153846153846,0.0,0.3076923076923077,0.038461538461538464,0.3076923076923077,0.3846153846153846,2.3076923076923075,0.7692307692307692,1,0,0.38,0.0,0.3846153846153846,0.0,2,1,2,0,5,2,1,0,4,2,0,0.7692307692307692,0.0,1,0,6,5,67,32,85,22,6,1,16.7,10,2,0.4770627062706271
195,Ryan Sessegnon,2025/26,2026/27,12,DF,25.0,3,3,217.0,2.4,0,0,0,0,0.0,0.7,0.0,0.7,0,0,,,,,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,5,0,2.07,0.0,2.0833333333333335,0.0,3,2,8,6,17,8,3,3,7,2,0,3.3333333333333335,1.25,0,0,6,0,150,68,379,198,6,2,33.3,5,1,0.6647689768976899
196,Sander Berge,2025/26,2026/27,12,MF,27.0,4,4,328.0,3.6,0,0,0,0,0.4,0.2,0.4,0.7,1,0,0.0,2.3,0.0,,0.0,0.0,0.11111111111111112,0.05555555555555556,0.11111111111111112,0.0,0.2777777777777778,0.0,5,0,1.37,0.0,1.3888888888888888,0.0,1,3,17,2,2,6,5,3,3,5,0,1.6666666666666665,0.8333333333333333,1,0,8,1,191,109,472,226,3,0,0.0,1,1,0.6242574257425743
197,Saša Lukić,2025/26,2026/27,12,MF,29.0,4,4,360.0,4.0,0,0,0,0,0.5,0.6,0.5,1.1,1,0,0.0,5.3,0.0,,0.0,0.0,0.125,0.15,0.125,0.0,0.25,0.0,11,0,2.75,0.0,2.75,0.0,7,4,9,7,13,11,7,3,4,6,1,2.75,0.75,2,0,15,7,179,91,462,235,2,1,50.0,4,4,0.7293729372937292
198,Timothy Castagne,2025/26,2026/27,12,FW,29.0,3,2,127.0,1.4,0,0,0,0,0.4,0.1,0.4,0.5,3,0,0.0,7.7,0.0,,0.0,0.0,0.28571428571428575,0.07142857142857144,0.28571428571428575,0.0,2.142857142857143,0.0,8,0,5.67,0.0,5.714285714285714,0.0,1,3,3,1,10,3,0,2,2,1,0,2.142857142857143,1.4285714285714286,0,0,2,1,62,33,106,47,1,0,0.0,2,0,0.4953795379537953
199,Tom Cairney,2025/26,2026/27,12,MF,34.0,2,0,32.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,0,1,1,25,18,73,15,2,0,0.0,1,1,0.2235973597359736
200,Anton Stach,2025/26,2026/27,16,MF,26.0,4,4,360.0,4.0,0,0,0,0,0.5,0.8,0.5,1.3,10,1,10.0,20.3,0.0,0.0,0.0,0.0,0.125,0.2,0.125,0.0,2.5,0.25,20,1,5.0,0.25,5.0,0.25,11,3,23,8,9,7,3,2,9,3,1,1.75,0.5,1,0,9,7,207,81,425,239,8,2,25.0,2,2,0.7698019801980199
201,Ao Tanaka,2025/26,2026/27,16,MF,27.0,2,2,146.0,1.6,0,0,0,0,0.1,0.1,0.1,0.2,2,0,0.0,24.0,0.0,,0.0,0.0,0.0625,0.0625,0.0625,0.0,1.25,0.0,6,0,3.7,0.0,3.75,0.0,2,1,6,1,2,0,0,1,0,1,0,0.0,0.625,0,0,1,2,79,50,202,82,2,0,0.0,0,2,0.4075907590759076
202,Brenden Aaronson,2025/26,2026/27,16,FW,24.0,4,1,156.0,1.7,0,0,0,0,0.1,0.5,0.1,0.7,1,1,100.0,8.2,0.0,0.0,0.0,0.0,0.05882352941176471,0.29411764705882354,0.05882352941176471,0.0,0.5882352941176471,0.5882352941176471,4,0,2.31,0.0,2.3529411764705883,0.0,3,2,2,2,9,9,6,0,4,5,0,5.294117647058823,0.0,0,0,2,4,77,36,182,81,6,4,66.7,5,3,0.5890264026402641
203,Daniel James,2025/26,2026/27,16,FW,27.0,4,3,213.0,2.4,0,0,0,0,0.4,0.3,0.4,0.7,5,0,0.0,16.2,0.0,,0.0,0.0,0.16666666666666669,0.125,0.16666666666666669,0.0,2.0833333333333335,0.0,5,0,2.11,0.0,2.0833333333333335,0.0,2,2,5,8,17,1,1,0,2,4,0,0.4166666666666667,0.0,0,0,0,4,73,37,283,190,4,1,25.0,4,0,0.5466996699669966
204,Dominic Calvert-Lewin,2025/26,2026/27,16,FW,28.0,2,1,89.0,1.0,0,0,0,0,0.4,0.0,0.4,0.4,3,2,66.7,18.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,3.0,2.0,2,0,2.02,0.0,2.0,0.0,1,1,1,1,3,0,0,1,0,0,0,0.0,1.0,0,0,0,3,23,16,108,48,0,0,,4,0,0.33811881188118814
205,Ethan Ampadu,2025/26,2026/27,16,MF,25.0,2,2,167.0,1.9,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.62,0.0,1.5789473684210527,0.0,0,0,5,1,3,5,1,2,3,0,0,2.6315789473684212,1.0526315789473684,0,0,1,2,125,58,298,106,0,0,,0,0,0.4518151815181518
206,Gabriel Gudmundsson,2025/26,2026/27,16,DF,26.0,4,4,349.0,3.9,0,0,0,0,0.2,0.3,0.2,0.5,3,0,0.0,16.5,0.0,,0.0,0.0,0.05128205128205129,0.07692307692307693,0.05128205128205129,0.0,0.7692307692307693,0.0,8,0,2.06,0.0,2.0512820512820515,0.0,4,3,12,9,14,8,6,4,12,2,0,2.0512820512820515,1.0256410256410258,1,0,4,4,232,108,476,284,12,4,33.3,4,1,0.7599009900990097
207,Ilia Gruev,2025/26,2026/27,16,MF,25.0,3,2,193.0,2.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,5,4,3,2,2,0,2.380952380952381,1.4285714285714286,0,0,0,0,113,64,236,56,0,0,,1,0,0.4172442244224423
208,Jack Harrison,2025/26,2026/27,16,FW,28.0,3,0,67.0,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.34,0.0,1.4285714285714286,0.0,0,1,2,4,7,2,1,3,0,1,0,2.857142857142857,4.285714285714286,0,0,0,2,37,21,170,79,4,2,50.0,3,0,0.4282178217821782
209,James Justin,2025/26,2026/27,16,DF,27.0,1,0,11.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,4,1,5,0,0,0,,0,0,0.20066006600660066
210,Jayden Bogle,2025/26,2026/27,16,DF,25.0,4,4,352.0,3.9,0,0,0,0,0.2,0.1,0.2,0.2,4,1,25.0,22.2,0.0,0.0,0.0,0.0,0.05128205128205129,0.025641025641025644,0.05128205128205129,0.0,1.0256410256410258,0.25641025641025644,3,0,0.77,0.0,0.7692307692307693,0.0,1,1,10,16,14,8,3,5,9,3,0,2.0512820512820515,1.2820512820512822,1,0,7,4,184,90,774,459,12,5,41.7,4,3,0.7090759075907591
211,Joe Rodon,2025/26,2026/27,16,DF,27.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,12,2,0,2,1,6,28,4,0,0.5,1.5,0,0,4,6,238,128,586,357,1,1,100.0,1,1,0.500082508250825
212,Joël Piroe,2025/26,2026/27,16,FW,26.0,2,2,134.0,1.5,0,0,0,0,0.3,0.0,0.3,0.3,3,1,33.3,13.4,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.0,2.0,0.6666666666666666,1,0,0.67,0.0,0.6666666666666666,0.0,0,0,1,0,3,0,0,0,0,0,0,0.0,0.0,0,0,1,0,38,13,38,16,0,0,,2,1,0.2877062706270628
213,Karl Darlow,2025/26,2026/27,16,GK,34.0,1,1,90.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,43,29,127,59,0,0,,0,0,0.23110561056105614
214,Lucas Perri,2025/26,2026/27,16,GK,27.0,3,3,270.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,116,73,343,214,0,0,,0,0,0.2537128712871287
215,Lukas Nmecha,2025/26,2026/27,16,FW,26.0,4,1,137.0,1.5,1,0,1,0,0.9,0.0,0.2,0.2,2,0,0.0,20.5,0.0,,0.6666666666666666,0.0,0.6,0.0,0.13333333333333333,0.6666666666666666,1.3333333333333333,0.0,4,0,2.63,0.0,2.6666666666666665,0.0,0,0,1,1,7,0,0,1,4,1,0,0.0,0.6666666666666666,0,0,4,4,50,31,123,36,0,0,,5,3,0.4508250825082509
216,Noah Okafor,2025/26,2026/27,16,FW,25.0,2,1,92.0,1.0,0,0,0,0,0.2,0.0,0.2,0.2,2,0,0.0,10.1,0.0,,0.0,0.0,0.2,0.0,0.2,0.0,2.0,0.0,3,0,2.93,0.0,3.0,0.0,1,1,4,3,6,3,3,2,1,0,0,3.0,2.0,1,0,2,1,42,32,304,95,6,1,16.7,3,6,0.506023102310231
217,Pascal Struijk,2025/26,2026/27,16,DF,26.0,4,4,360.0,4.0,0,0,0,0,0.2,0.0,0.2,0.2,2,1,50.0,7.5,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.5,0.25,2,0,0.5,0.0,0.5,0.0,1,1,11,0,0,3,3,1,22,0,0,0.75,0.25,0,0,3,1,261,156,705,388,0,0,,0,2,0.5036303630363037
218,Sam Byram,2025/26,2026/27,16,DF,31.0,1,0,8.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,1,3,1,0,0,,0,0,0.20066006600660066
219,Sean Longstaff,2025/26,2026/27,16,MF,27.0,4,2,214.0,2.4,0,0,0,0,0.0,0.0,0.0,0.1,1,0,0.0,20.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,6,0,2.52,0.0,2.5,0.0,1,0,4,0,0,7,5,2,2,4,0,2.916666666666667,0.8333333333333334,0,0,2,4,107,49,229,76,3,0,0.0,0,4,0.4537953795379538
220,Wilfried Gnonto,2025/26,2026/27,16,FW,21.0,4,3,192.0,2.1,0,0,0,0,0.2,0.1,0.2,0.3,5,0,0.0,21.9,0.0,,0.0,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,2.380952380952381,0.0,4,0,1.87,0.0,1.9047619047619047,0.0,1,1,4,4,14,9,7,2,0,2,0,4.285714285714286,0.9523809523809523,1,0,1,0,102,58,353,183,10,1,10.0,1,1,0.5976072607260726
221,Alexis Mac Allister,2025/26,2026/27,18,MF,26.0,3,3,176.0,2.0,0,1,1,0,0.1,0.7,0.1,0.8,2,1,50.0,22.9,0.0,0.0,0.0,0.5,0.05,0.35,0.05,0.5,1.0,0.5,5,1,2.56,0.51,2.5,0.5,3,1,9,2,7,4,3,3,0,6,0,2.0,1.5,0,0,3,3,138,84,383,247,4,0,0.0,3,1,0.6274752475247526
222,Alisson,2025/26,2026/27,18,GK,32.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.25,0.25,0.25,0.25,0,0,4,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0,1,161,109,421,240,0,0,,0,0,0.35346534653465345
223,Andrew Robertson,2025/26,2026/27,18,DF,31.0,2,0,84.0,0.9,0,0,0,0,0.1,0.3,0.1,0.4,1,1,100.0,15.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.3333333333333333,0.11111111111111112,0.0,1.1111111111111112,1.1111111111111112,8,0,8.57,0.0,8.88888888888889,0.0,5,5,9,3,10,0,0,0,2,1,0,0.0,0.0,0,0,0,0,81,54,193,117,1,1,100.0,1,0,0.5016501650165016
224,Cody Gakpo,2025/26,2026/27,18,FW,26.0,4,4,359.0,4.0,1,2,3,1,0.5,1.4,0.5,1.9,11,3,27.3,18.1,0.09,0.33,0.25,0.5,0.125,0.35,0.125,0.75,2.75,0.75,15,3,3.76,0.75,3.75,0.75,8,7,11,17,39,5,1,2,3,7,0,1.25,0.5,0,0,5,11,182,105,764,473,18,6,33.3,10,4,0.8392739273927393
