player_id,player_name,season,valid_from_season,team_id,primary_position,age,matches_played,starts,minutes_played,minutes_per_90,goals,assists,goals_assists,non_pen_goals,xg,xag,npxg,npxg_xag,shots,shots_on_target,sot_pct,avg_shot_distance,goals_per_shot,goals_per_sot,goals_per_90,assists_per_90,xg_per_90,xag_per_90,npxg_per_90,g_a_per_90,shots_per_90,sot_per_90,sca,gca,sca_per_90,gca_per_90,sca_per_90_calc,gca_per_90_calc,key_passes,passes_into_box,prog_passes,prog_carries,prog_receptions,tackles,tackles_won,interceptions,clearances,blocks,errors_leading_to_shot,tackles_per_90,interceptions_per_90,yellows,reds,fouls_committed,fouls_drawn,touches,carries,carry_dist,progressive_carry_dist,dribbles_attempted,dribbles_completed,dribble_success_rate,miscontrols,dispossessed,performance_score
225,Conor Bradley,2025/26,2026/27,18,DF,22.0,2,0,56.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,14.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0,0,0.0,0.0,0.0,0.0,0,2,4,5,5,1,1,0,1,2,0,1.6666666666666667,0.0,2,0,2,2,64,41,259,167,4,1,25.0,0,3,0.3913366336633663
226,Curtis Jones,2025/26,2026/27,18,MF,24.0,3,1,138.0,1.5,0,0,0,0,0.0,0.1,0.0,0.1,0,0,,,,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,4,2,2.61,1.3,2.6666666666666665,1.3333333333333333,2,4,15,3,4,4,2,0,1,1,0,2.6666666666666665,0.0,0,0,0,2,99,64,323,155,2,2,100.0,2,0,0.559983498349835
227,Dominik Szoboszlai,2025/26,2026/27,18,DF,24.0,4,4,360.0,4.0,1,0,1,1,0.3,0.2,0.3,0.6,10,3,30.0,24.8,0.1,0.33,0.25,0.0,0.075,0.05,0.075,0.25,2.5,0.75,11,2,2.75,0.5,2.75,0.5,3,3,26,7,12,8,7,3,14,4,1,2.0,0.75,0,0,5,1,320,186,946,485,4,2,50.0,3,2,0.8410891089108911
228,Federico Chiesa,2025/26,2026/27,18,FW,27.0,4,0,51.0,0.6,1,0,1,1,0.4,0.0,0.4,0.4,3,1,33.3,14.7,0.33,1.0,1.6666666666666667,0.0,0.6666666666666667,0.0,0.6666666666666667,1.6666666666666667,5.0,1.6666666666666667,2,1,3.53,1.76,3.3333333333333335,1.6666666666666667,0,1,2,2,2,1,1,0,1,1,0,1.6666666666666667,0.0,0,0,1,2,19,8,69,59,1,0,0.0,2,1,0.4304455445544555
229,Florian Wirtz,2025/26,2026/27,18,MF,22.0,4,4,334.0,3.7,0,0,0,0,0.5,0.6,0.5,1.1,7,2,28.6,18.8,0.0,0.0,0.0,0.0,0.13513513513513511,0.16216216216216214,0.13513513513513511,0.0,1.8918918918918919,0.5405405405405405,18,0,4.85,0.0,4.864864864864865,0.0,8,5,22,10,23,6,5,2,3,6,1,1.6216216216216215,0.5405405405405405,0,0,3,4,228,115,606,274,5,3,60.0,9,5,0.7600660066006599
230,Harvey Elliott,2025/26,2026/27,18,MF,22.0,1,0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,5,21,4,1,0,0.0,0,0,0.216006600660066
231,Hugo Ekitike,2025/26,2026/27,18,FW,23.0,4,4,299.0,3.3,2,1,3,2,1.4,0.3,1.4,1.7,7,3,42.9,14.0,0.29,0.67,0.6060606060606061,0.30303030303030304,0.42424242424242425,0.09090909090909091,0.42424242424242425,0.9090909090909092,2.121212121212121,0.9090909090909092,9,2,2.71,0.6,2.7272727272727275,0.6060606060606061,4,2,7,5,15,1,1,0,5,0,0,0.30303030303030304,0.0,0,0,5,2,93,54,272,111,10,6,60.0,6,7,0.7249174917491747
232,Ibrahima Konaté,2025/26,2026/27,18,DF,26.0,4,4,344.0,3.8,0,0,0,0,0.5,0.1,0.5,0.6,1,0,0.0,2.3,0.0,,0.0,0.0,0.13157894736842105,0.026315789473684213,0.13157894736842105,0.0,0.2631578947368421,0.0,2,0,0.52,0.0,0.5263157894736842,0.0,2,0,13,7,0,6,5,2,17,4,0,1.5789473684210527,0.5263157894736842,1,0,4,3,260,155,894,576,2,2,100.0,1,2,0.6584158415841583
233,Jeremie Frimpong,2025/26,2026/27,18,DF,24.0,2,1,63.0,0.7,0,0,0,0,0.1,0.0,0.1,0.1,2,1,50.0,20.3,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.14285714285714288,0.0,2.857142857142857,1.4285714285714286,1,0,1.43,0.0,1.4285714285714286,0.0,0,0,0,1,3,1,1,1,2,2,0,1.4285714285714286,1.4285714285714286,0,0,0,1,31,17,63,43,1,1,100.0,0,0,0.3794554455445544
234,Joe Gomez,2025/26,2026/27,18,DF,28.0,2,0,31.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,8,0,0,0.0,0.0,0,0,0,0,28,7,24,11,0,0,,0,0,0.2597359735973597
235,Milos Kerkez,2025/26,2026/27,18,DF,21.0,4,4,276.0,3.1,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,8.7,0.0,,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.3225806451612903,0.0,3,1,0.98,0.33,0.9677419354838709,0.3225806451612903,1,2,10,3,6,6,5,0,18,4,1,1.9354838709677418,0.0,2,0,3,4,200,92,367,159,0,0,,4,1,0.5857260726072607
236,Mohamed Salah,2025/26,2026/27,18,FW,33.0,4,4,359.0,4.0,2,1,3,1,1.1,0.5,0.3,0.8,4,2,50.0,19.1,0.25,0.5,0.5,0.25,0.275,0.125,0.075,0.75,1.0,0.5,7,1,1.75,0.25,1.75,0.25,4,8,12,14,43,0,0,0,1,3,0,0.0,0.0,0,0,2,3,163,107,664,341,3,1,33.3,9,5,0.6866336633663368
237,Rio Ngumoha,2025/26,2026/27,18,MF,17.0,2,0,5.0,0.1,1,0,1,1,0.4,0.1,0.4,0.4,1,1,100.0,13.3,1.0,1.0,10.0,0.0,4.0,1.0,4.0,10.0,10.0,10.0,1,0,18.0,0.0,10.0,0.0,1,0,0,4,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,8,81,60,1,1,100.0,1,0,0.40231023102310226
238,Ryan Gravenberch,2025/26,2026/27,18,MF,23.0,3,3,270.0,3.0,1,0,1,1,0.2,0.2,0.2,0.4,6,1,16.7,25.6,0.17,1.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.3333333333333333,2.0,0.3333333333333333,14,0,4.67,0.0,4.666666666666667,0.0,5,0,16,8,8,3,3,2,5,1,0,1.0,0.6666666666666666,2,0,3,2,222,154,815,403,8,5,62.5,4,2,0.7378712871287129
239,Virgil van Dijk,2025/26,2026/27,18,DF,34.0,4,4,360.0,4.0,0,0,0,0,0.2,0.0,0.2,0.2,2,1,50.0,9.9,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.5,0.25,7,1,1.75,0.25,1.75,0.25,1,1,24,8,2,2,1,4,39,7,0,0.5,1.0,0,0,1,3,371,213,1039,693,1,1,100.0,1,1,0.6674092409240925
240,Wataru Endo,2025/26,2026/27,18,MF,32.0,3,0,34.0,0.4,0,1,1,0,0.0,0.1,0.0,0.1,0,0,,,,,0.0,2.5,0.0,0.25,0.0,2.5,0.0,0.0,2,1,5.29,2.65,5.0,2.5,1,0,1,1,0,2,1,0,2,0,0,5.0,0.0,1,0,1,0,24,7,27,12,0,0,,1,1,0.39975247524752483
241,Abdukodir Khusanov,2025/26,2026/27,20,DF,21.0,3,2,183.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,4,2,2,7,4,5,8,2,0,3.5,2.5,1,0,3,3,149,73,380,193,2,2,100.0,0,1,0.5293729372937294
242,Bernardo Silva,2025/26,2026/27,20,MF,31.0,4,3,260.0,2.9,0,1,1,0,0.1,1.7,0.1,1.8,1,0,0.0,9.0,0.0,,0.0,0.3448275862068966,0.034482758620689655,0.5862068965517241,0.034482758620689655,0.3448275862068966,0.3448275862068966,0.0,10,1,3.46,0.35,3.4482758620689657,0.3448275862068966,6,4,10,7,18,6,3,2,3,1,0,2.0689655172413794,0.6896551724137931,0,0,6,2,171,101,503,215,6,0,0.0,8,7,0.7225247524752476
243,Erling Haaland,2025/26,2026/27,20,FW,25.0,4,4,338.0,3.8,5,0,5,5,4.9,0.8,4.9,5.8,19,8,42.1,10.1,0.26,0.63,1.3157894736842106,0.0,1.2894736842105265,0.2105263157894737,1.2894736842105265,1.3157894736842106,5.0,2.1052631578947367,7,0,1.86,0.0,1.842105263157895,0.0,2,1,4,7,11,1,0,0,7,0,0,0.2631578947368421,0.0,0,0,3,1,82,41,199,145,6,3,50.0,6,1,0.6266501650165016
244,Gianluigi Donnarumma,2025/26,2026/27,20,GK,26.0,1,1,90.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,33,19,84,47,0,0,,0,0,0.21262376237623762
245,James Trafford,2025/26,2026/27,20,GK,22.0,3,3,270.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,5,0,1,0.6666666666666666,0.0,0,0,0,1,132,84,343,127,1,1,100.0,0,0,0.34702970297029706
246,Jeremy Doku,2025/26,2026/27,20,MF,23.0,4,2,197.0,2.2,0,2,2,0,0.0,0.9,0.0,0.9,0,0,,,,,0.0,0.9090909090909091,0.0,0.40909090909090906,0.0,0.9090909090909091,0.0,0.0,12,3,5.48,1.37,5.454545454545454,1.3636363636363635,7,2,3,18,22,0,0,1,0,2,0,0.0,0.45454545454545453,0,0,3,5,100,78,670,415,13,5,38.5,11,7,0.6215346534653466
247,John Stones,2025/26,2026/27,20,DF,31.0,3,3,261.0,2.9,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.69,0.0,0.6896551724137931,0.0,0,1,14,2,1,0,0,2,11,2,0,0.0,0.6896551724137931,0,0,0,0,237,155,846,392,2,2,100.0,2,0,0.48498349834983495
248,Joško Gvardiol,2025/26,2026/27,20,DF,23.0,1,1,90.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,3,1,0,0.0,0.0,0,0,1,0,58,33,191,52,0,0,,0,0,0.26732673267326734
249,Matheus Nunes,2025/26,2026/27,20,DF,27.0,2,1,109.0,1.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,6,3,4,1,1,1,7,1,1,0.8333333333333334,0.8333333333333334,0,0,1,1,83,45,260,139,1,1,100.0,1,1,0.4394389438943894
250,Nathan Aké,2025/26,2026/27,20,DF,30.0,2,0,71.0,0.8,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,11.9,0.0,,0.0,0.0,0.125,0.0,0.125,0.0,1.25,0.0,1,0,1.27,0.0,1.25,0.0,0,2,2,0,0,1,1,1,3,1,0,1.25,1.25,0,0,0,2,46,27,81,35,1,0,0.0,0,0,0.3468646864686468
251,Nico O’Reilly,2025/26,2026/27,20,DF,20.0,3,1,134.0,1.5,0,0,0,0,0.1,0.0,0.1,0.1,2,0,0.0,28.7,0.0,,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,1.3333333333333333,0.0,3,0,2.01,0.0,2.0,0.0,0,0,4,3,4,7,3,1,3,4,0,4.666666666666667,0.6666666666666666,1,0,1,0,96,38,197,96,3,1,33.3,1,3,0.5197194719471947
252,Nicolás González,2025/26,2026/27,20,MF,23.0,3,2,179.0,2.0,0,0,0,0,0.1,0.0,0.1,0.1,2,0,0.0,25.5,0.0,,0.0,0.0,0.05,0.0,0.05,0.0,1.0,0.0,4,1,2.01,0.5,2.0,0.5,0,0,16,3,4,6,6,1,6,4,0,3.0,0.5,1,0,2,4,159,76,363,182,6,5,83.3,2,1,0.6476072607260727
253,Omar Marmoush,2025/26,2026/27,20,FW,26.0,3,2,149.0,1.7,0,1,1,0,0.8,1.0,0.8,1.8,5,2,40.0,16.0,0.0,0.0,0.0,0.5882352941176471,0.4705882352941177,0.5882352941176471,0.4705882352941177,0.5882352941176471,2.9411764705882355,1.1764705882352942,7,2,4.23,1.21,4.11764705882353,1.1764705882352942,2,1,5,7,14,3,3,1,1,2,0,1.7647058823529411,0.5882352941176471,0,0,1,5,73,44,265,124,9,5,55.6,5,6,0.7146864686468649
254,Oscar Bobb,2025/26,2026/27,20,FW,22.0,4,3,258.0,2.9,0,1,1,0,0.3,0.3,0.3,0.6,1,0,0.0,10.1,0.0,,0.0,0.3448275862068966,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.3448275862068966,0.3448275862068966,0.0,12,3,4.19,1.05,4.137931034482759,1.0344827586206897,5,8,10,10,34,4,2,1,1,7,0,1.3793103448275863,0.3448275862068966,0,0,3,8,139,88,602,273,16,8,50.0,8,4,0.7503300330033004
255,Phil Foden,2025/26,2026/27,20,MF,25.0,2,1,106.0,1.2,1,0,1,1,0.5,0.0,0.5,0.5,4,2,50.0,15.3,0.25,0.5,0.8333333333333334,0.0,0.4166666666666667,0.0,0.4166666666666667,0.8333333333333334,3.3333333333333335,1.6666666666666667,4,1,3.4,0.85,3.3333333333333335,0.8333333333333334,1,2,9,4,3,1,1,1,0,0,0,0.8333333333333334,0.8333333333333334,0,0,0,1,83,52,192,99,4,1,25.0,1,0,0.5483498349834984
256,Rayan Aït-Nouri,2025/26,2026/27,20,DF,24.0,3,3,202.0,2.2,0,0,0,0,0.0,0.2,0.0,0.2,2,0,0.0,24.9,0.0,,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0,4,1,1.78,0.45,1.8181818181818181,0.45454545454545453,2,0,7,6,8,9,6,5,9,4,0,4.090909090909091,2.2727272727272725,1,0,4,1,164,75,385,160,6,1,16.7,4,2,0.6822607260726073
257,Rayan Cherki,2025/26,2026/27,20,MF,22.0,2,1,71.0,0.8,1,0,1,1,0.1,0.5,0.1,0.5,1,1,100.0,24.3,1.0,1.0,1.25,0.0,0.125,0.625,0.125,1.25,1.25,1.25,3,0,3.8,0.0,3.75,0.0,1,3,6,3,3,4,1,2,0,1,0,5.0,2.5,0,0,1,0,74,40,205,117,3,1,33.3,0,4,0.5452970297029703
258,Rico Lewis,2025/26,2026/27,20,DF,20.0,3,2,161.0,1.8,0,1,1,0,0.0,1.0,0.0,1.0,1,0,0.0,26.9,0.0,,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,4,1,2.24,0.56,2.2222222222222223,0.5555555555555556,2,0,16,2,9,3,1,3,6,1,0,1.6666666666666665,1.6666666666666665,0,0,1,3,145,84,339,150,1,0,0.0,3,3,0.636963696369637
259,Rodri,2025/26,2026/27,20,MF,29.0,3,2,181.0,2.0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,50.0,17.3,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,1.0,0.5,4,0,1.99,0.0,2.0,0.0,2,1,17,4,3,4,0,1,0,0,1,2.0,0.5,0,0,1,4,183,119,436,233,4,2,50.0,1,1,0.5412541254125413
260,Rúben Dias,2025/26,2026/27,20,DF,28.0,4,3,276.0,3.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,9,4,0,2,0,2,15,2,0,0.6451612903225806,0.6451612903225806,0,0,2,0,217,132,621,324,2,1,50.0,0,0,0.46485148514851476
261,Sávio,2025/26,2026/27,20,MF,21.0,1,0,14.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6.43,0.0,5.0,0.0,0,0,0,0,1,0,0,2,0,0,0,0.0,10.0,0,0,0,0,7,3,10,2,0,0,,2,0,0.25734323432343237
262,Tijjani Reijnders,2025/26,2026/27,20,MF,27.0,4,4,360.0,4.0,1,1,2,1,0.6,0.3,0.6,0.9,8,2,25.0,17.8,0.13,0.5,0.25,0.25,0.15,0.075,0.15,0.5,2.0,0.5,8,2,2.0,0.5,2.0,0.5,4,2,18,8,19,4,1,0,4,1,1,1.0,0.0,1,0,3,6,241,156,788,320,10,3,30.0,5,5,0.7809405940594059
263,Altay Bayındır,2025/26,2026/27,21,GK,27.0,4,4,360.0,4.0,0,0,0,0,0.0,0.2,0.0,0.2,0,0,,,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,0,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,2,1,1,0.0,0.0,0,0,0,2,149,107,475,277,1,1,100.0,2,0,0.3513201320132013
264,Amad Diallo,2025/26,2026/27,21,DF,23.0,4,3,267.0,3.0,0,0,0,0,0.9,0.7,0.9,1.6,8,3,37.5,14.4,0.0,0.0,0.0,0.0,0.3,0.2333333333333333,0.3,0.0,2.6666666666666665,1.0,18,2,6.07,0.67,6.0,0.6666666666666666,5,4,13,19,25,8,4,1,6,3,0,2.6666666666666665,0.3333333333333333,0,0,0,5,170,102,734,453,7,3,42.9,6,3,0.8014851485148515
265,Ayden Heaven,2025/26,2026/27,21,DF,18.0,1,0,4.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,,0,0,0.21254125412541253
266,Benjamin Šeško,2025/26,2026/27,21,FW,22.0,4,1,162.0,1.8,0,0,0,0,0.4,0.1,0.4,0.5,5,1,20.0,14.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.05555555555555556,0.22222222222222224,0.0,2.7777777777777777,0.5555555555555556,3,0,1.67,0.0,1.6666666666666665,0.0,2,0,1,1,10,0,0,0,0,1,0,0.0,0.0,0,0,4,0,49,26,87,26,0,0,,2,3,0.3750825082508251
267,Bruno Fernandes,2025/26,2026/27,21,MF,31.0,4,4,360.0,4.0,1,0,1,0,1.9,1.3,0.3,1.6,7,1,14.3,26.2,0.0,0.0,0.25,0.0,0.475,0.325,0.075,0.25,1.75,0.25,31,0,7.75,0.0,7.75,0.0,15,10,40,9,9,10,4,0,8,4,0,2.5,0.0,1,0,4,8,324,173,781,417,5,3,60.0,2,4,0.7944719471947193
268,Bryan Mbeumo,2025/26,2026/27,21,MF,26.0,4,4,360.0,4.0,1,0,1,1,1.8,1.3,1.8,3.1,12,5,41.7,14.0,0.08,0.2,0.25,0.0,0.45,0.325,0.45,0.25,3.0,1.25,14,0,3.5,0.0,3.5,0.0,9,8,11,17,40,0,0,0,1,3,0,0.0,0.0,0,0,2,6,190,113,710,422,5,2,40.0,14,6,0.6512376237623763
269,Casemiro,2025/26,2026/27,21,MF,33.0,4,3,198.0,2.2,0,0,0,0,0.6,0.1,0.6,0.7,3,0,0.0,14.2,0.0,,0.0,0.0,0.2727272727272727,0.045454545454545456,0.2727272727272727,0.0,1.3636363636363635,0.0,2,0,0.91,0.0,0.9090909090909091,0.0,1,0,11,0,4,6,4,2,2,4,0,2.727272727272727,0.9090909090909091,1,0,2,3,151,69,259,119,1,0,0.0,2,0,0.5435643564356435
270,Diogo Dalot,2025/26,2026/27,21,DF,26.0,3,2,183.0,2.0,0,1,1,0,0.0,0.8,0.0,0.8,1,0,0.0,18.2,0.0,,0.0,0.5,0.0,0.4,0.0,0.5,0.5,0.0,8,2,3.93,0.98,4.0,1.0,3,3,6,10,19,4,1,2,7,1,1,2.0,1.0,0,0,1,1,116,61,393,226,6,3,50.0,5,2,0.7108085808580858
271,Harry Maguire,2025/26,2026/27,21,DF,32.0,3,0,44.0,0.5,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,8.4,0.0,,0.0,0.0,0.2,0.0,0.2,0.0,2.0,0.0,1,0,2.05,0.0,2.0,0.0,0,0,1,0,2,0,0,0,5,0,1,0.0,0.0,0,0,1,0,41,21,153,79,0,0,,0,1,0.3118811881188119
272,Joshua Zirkzee,2025/26,2026/27,21,FW,24.0,2,0,71.0,0.8,0,0,0,0,0.6,0.0,0.6,0.7,7,1,14.3,10.9,0.0,0.0,0.0,0.0,0.7499999999999999,0.0,0.7499999999999999,0.0,8.75,1.25,4,0,5.07,0.0,5.0,0.0,1,0,3,0,4,0,0,0,0,4,0,0.0,0.0,0,0,0,1,48,22,58,18,0,0,,4,2,0.34125412541254124
273,Kobbie Mainoo,2025/26,2026/27,21,MF,20.0,2,0,74.0,0.8,0,0,0,0,0.1,0.1,0.1,0.2,2,0,0.0,25.1,0.0,,0.0,0.0,0.125,0.125,0.125,0.0,2.5,0.0,6,0,7.3,0.0,7.5,0.0,3,2,4,3,2,4,2,0,0,0,0,5.0,0.0,0,0,0,0,53,29,181,112,1,1,100.0,2,2,0.47186468646864677
274,Leny Yoro,2025/26,2026/27,21,DF,19.0,4,4,321.0,3.6,0,0,0,0,0.3,0.0,0.3,0.3,2,0,0.0,6.2,0.0,,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.5555555555555556,0.0,5,0,1.4,0.0,1.3888888888888888,0.0,1,1,12,4,2,5,3,7,14,0,1,1.3888888888888888,1.9444444444444444,0,0,3,0,208,130,725,456,0,0,,2,3,0.6187293729372937
275,Luke Shaw,2025/26,2026/27,21,DF,30.0,4,4,345.0,3.8,0,0,0,0,0.0,0.1,0.0,0.1,0,0,,,,,0.0,0.0,0.0,0.026315789473684213,0.0,0.0,0.0,0.0,3,0,0.78,0.0,0.7894736842105263,0.0,1,2,23,6,6,8,4,0,7,5,0,2.1052631578947367,0.0,0,0,5,0,272,172,914,508,2,0,0.0,0,1,0.5911716171617163
276,Manuel Ugarte,2025/26,2026/27,21,MF,24.0,3,1,127.0,1.4,0,0,0,0,0.0,0.0,0.0,0.1,2,0,0.0,30.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,1,0,0.71,0.0,0.7142857142857143,0.0,1,0,11,3,2,6,4,2,3,2,0,4.285714285714286,1.4285714285714286,0,0,5,1,94,50,223,102,0,0,,2,1,0.4907590759075907
277,Mason Mount,2025/26,2026/27,21,MF,26.0,3,3,177.0,2.0,0,0,0,0,0.2,0.4,0.2,0.6,3,0,0.0,12.3,0.0,,0.0,0.0,0.1,0.2,0.1,0.0,1.5,0.0,8,0,4.07,0.0,4.0,0.0,5,2,12,3,7,5,3,0,0,2,0,2.5,0.0,0,0,2,2,83,40,179,86,1,1,100.0,3,2,0.5637788778877888
278,Matheus Cunha,2025/26,2026/27,21,FW,26.0,3,3,210.0,2.3,0,0,0,0,0.8,0.2,0.8,1.0,8,5,62.5,19.0,0.0,0.0,0.0,0.0,0.3478260869565218,0.08695652173913045,0.3478260869565218,0.0,3.4782608695652177,2.173913043478261,11,0,4.71,0.0,4.782608695652175,0.0,3,3,8,8,7,2,2,0,0,5,0,0.8695652173913044,0.0,0,0,1,5,73,50,388,227,8,4,50.0,2,4,0.5848184818481849
279,Matthijs de Ligt,2025/26,2026/27,21,DF,26.0,4,4,360.0,4.0,0,0,0,0,0.3,0.2,0.3,0.5,4,1,25.0,10.1,0.0,0.0,0.0,0.0,0.075,0.05,0.075,0.0,1.0,0.25,2,0,0.5,0.0,0.5,0.0,1,2,9,1,3,8,5,4,19,6,1,2.0,1.0,0,0,1,1,245,131,479,147,1,0,0.0,0,0,0.625
280,Noussair Mazraoui,2025/26,2026/27,21,DF,27.0,2,1,67.0,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2.69,0.0,2.857142857142857,0.0,0,0,9,4,7,4,3,0,3,2,0,5.714285714285714,0.0,0,0,2,1,64,26,157,98,1,1,100.0,1,1,0.4798679867986798
281,Patrick Dorgu,2025/26,2026/27,21,DF,20.0,3,3,270.0,3.0,0,0,0,0,0.2,0.1,0.2,0.4,4,0,0.0,21.1,0.0,,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.0,1.3333333333333333,0.0,8,0,2.67,0.0,2.6666666666666665,0.0,3,5,5,10,30,8,6,3,4,1,0,2.6666666666666665,1.0,1,0,4,10,163,91,410,225,9,2,22.2,10,3,0.7029702970297028
282,Anthony Elanga,2025/26,2026/27,22,FW,23.0,4,2,207.0,2.3,0,0,0,0,0.6,0.3,0.6,0.9,2,1,50.0,13.1,0.0,0.0,0.0,0.0,0.2608695652173913,0.13043478260869565,0.2608695652173913,0.0,0.8695652173913044,0.4347826086956522,4,0,1.74,0.0,1.7391304347826089,0.0,3,2,2,9,21,1,1,0,3,0,0,0.4347826086956522,0.0,0,0,0,4,88,56,326,194,5,1,20.0,4,2,0.5533003300330033
283,Anthony Gordon,2025/26,2026/27,22,FW,24.0,2,2,134.0,1.5,0,0,0,0,1.1,0.1,1.1,1.2,10,3,30.0,17.7,0.0,0.0,0.0,0.0,0.7333333333333334,0.06666666666666667,0.7333333333333334,0.0,6.666666666666667,2.0,6,0,4.03,0.0,4.0,0.0,2,0,3,4,5,0,0,0,0,0,0,0.0,0.0,0,1,4,4,55,34,155,83,6,4,66.7,2,2,0.47293729372937293
284,Bruno Guimarães,2025/26,2026/27,22,MF,27.0,4,4,360.0,4.0,1,0,1,1,0.2,0.1,0.2,0.3,2,1,50.0,15.3,0.5,1.0,0.25,0.0,0.05,0.025,0.05,0.25,0.5,0.25,12,2,3.0,0.5,3.0,0.5,3,4,26,3,11,8,4,2,0,2,0,2.0,0.5,2,0,11,11,228,157,713,324,10,2,20.0,12,8,0.7400165016501651
285,Dan Burn,2025/26,2026/27,22,DF,33.0,4,4,360.0,4.0,0,0,0,0,0.1,0.0,0.1,0.1,2,0,0.0,11.1,0.0,,0.0,0.0,0.025,0.0,0.025,0.0,0.5,0.0,2,0,0.5,0.0,0.5,0.0,1,1,11,0,1,4,2,6,21,2,0,1.0,1.5,1,0,5,4,222,120,496,226,0,0,,2,0,0.5265676567656765
286,Fabian Schär,2025/26,2026/27,22,DF,33.0,4,4,350.0,3.9,0,0,0,0,0.1,0.1,0.1,0.2,4,0,0.0,39.8,0.0,,0.0,0.0,0.025641025641025644,0.025641025641025644,0.025641025641025644,0.0,1.0256410256410258,0.0,3,0,0.77,0.0,0.7692307692307693,0.0,2,1,13,3,1,4,3,6,21,5,1,1.0256410256410258,1.5384615384615385,0,0,5,3,273,175,666,394,0,0,,3,0,0.6093234323432344
